,packageId,lastModified,packageLink,docClass,title,congress,dateIssued
24,FR-2000-02-08,2024-06-08T19:46:04Z,https://api.govinfo.gov/packages/FR-2000-02-08/summary,FR,"Federal Register Volume 65 Issue 26 (February 8, 2000)",,2000-02-08
25,FR-2000-02-09,2024-06-08T19:43:37Z,https://api.govinfo.gov/packages/FR-2000-02-09/summary,FR,"Federal Register Volume 65 Issue 27 (February 9, 2000)",,2000-02-09
26,FR-2000-02-10,2024-06-08T19:41:41Z,https://api.govinfo.gov/packages/FR-2000-02-10/summary,FR,"Federal Register Volume 65 Issue 28 (February 10, 2000)",,2000-02-10
27,FR-2000-02-11,2024-06-08T19:38:28Z,https://api.govinfo.gov/packages/FR-2000-02-11/summary,FR,"Federal Register Volume 65 Issue 29 (February 11, 2000)",,2000-02-11
28,FR-2000-02-14,2024-06-08T19:35:50Z,https://api.govinfo.gov/packages/FR-2000-02-14/summary,FR,"Federal Register Volume 65 Issue 30 (February 14, 2000)",,2000-02-14
29,FR-2000-02-15,2024-06-08T19:34:17Z,https://api.govinfo.gov/packages/FR-2000-02-15/summary,FR,"Federal Register Volume 65 Issue 31 (February 15, 2000)",,2000-02-15
30,FR-2000-02-16,2024-06-08T19:31:52Z,https://api.govinfo.gov/packages/FR-2000-02-16/summary,FR,"Federal Register Volume 65 Issue 32 (February 16, 2000)",,2000-02-16
31,FR-2000-02-17,2024-06-08T19:28:40Z,https://api.govinfo.gov/packages/FR-2000-02-17/summary,FR,"Federal Register Volume 65 Issue 33 (February 17, 2000)",,2000-02-17
32,FR-2000-02-18,2024-06-08T19:26:13Z,https://api.govinfo.gov/packages/FR-2000-02-18/summary,FR,"Federal Register Volume 65 Issue 34 (February 18, 2000)",,2000-02-18
33,FR-2000-02-22,2024-06-08T19:22:29Z,https://api.govinfo.gov/packages/FR-2000-02-22/summary,FR,"Federal Register Volume 65 Issue 35 (February 22, 2000)",,2000-02-22
34,FR-2000-02-23,2024-06-08T19:20:15Z,https://api.govinfo.gov/packages/FR-2000-02-23/summary,FR,"Federal Register Volume 65 Issue 36 (February 23, 2000)",,2000-02-23
35,FR-2000-02-24,2024-06-08T19:18:00Z,https://api.govinfo.gov/packages/FR-2000-02-24/summary,FR,"Federal Register Volume 65 Issue 37 (February 24, 2000)",,2000-02-24
36,FR-2000-02-25,2024-06-08T19:15:55Z,https://api.govinfo.gov/packages/FR-2000-02-25/summary,FR,"Federal Register Volume 65 Issue 38 (February 25, 2000)",,2000-02-25
37,FR-2000-02-28,2024-06-08T19:11:26Z,https://api.govinfo.gov/packages/FR-2000-02-28/summary,FR,"Federal Register Volume 65 Issue 39 (February 28, 2000)",,2000-02-28
38,FR-2000-02-29,2024-06-08T19:08:45Z,https://api.govinfo.gov/packages/FR-2000-02-29/summary,FR,"Federal Register Volume 65 Issue 40 (February 29, 2000)",,2000-02-29
39,FR-2000-03-01,2024-06-08T19:05:08Z,https://api.govinfo.gov/packages/FR-2000-03-01/summary,FR,"Federal Register Volume 65 Issue 41 (March 1, 2000)",,2000-03-01
40,FR-2000-03-02,2024-06-08T19:02:00Z,https://api.govinfo.gov/packages/FR-2000-03-02/summary,FR,"Federal Register Volume 65 Issue 42 (March 2, 2000)",,2000-03-02
41,FR-2000-03-03,2024-06-08T18:59:43Z,https://api.govinfo.gov/packages/FR-2000-03-03/summary,FR,"Federal Register Volume 65 Issue 43 (March 3, 2000)",,2000-03-03
42,FR-2000-03-06,2024-06-08T18:56:19Z,https://api.govinfo.gov/packages/FR-2000-03-06/summary,FR,"Federal Register Volume 65 Issue 44 (March 6, 2000)",,2000-03-06
43,FR-2000-03-07,2024-06-08T18:54:47Z,https://api.govinfo.gov/packages/FR-2000-03-07/summary,FR,"Federal Register Volume 65 Issue 45 (March 7, 2000)",,2000-03-07
44,FR-2000-03-08,2024-06-08T18:50:24Z,https://api.govinfo.gov/packages/FR-2000-03-08/summary,FR,"Federal Register Volume 65 Issue 46 (March 8, 2000)",,2000-03-08
45,FR-2000-03-09,2024-06-08T18:48:21Z,https://api.govinfo.gov/packages/FR-2000-03-09/summary,FR,"Federal Register Volume 65 Issue 47 (March 9, 2000)",,2000-03-09
46,FR-2000-03-10,2024-06-08T18:44:45Z,https://api.govinfo.gov/packages/FR-2000-03-10/summary,FR,"Federal Register Volume 65 Issue 48 (March 10, 2000)",,2000-03-10
47,FR-2000-03-13,2024-06-08T18:42:17Z,https://api.govinfo.gov/packages/FR-2000-03-13/summary,FR,"Federal Register Volume 65 Issue 49 (March 13, 2000)",,2000-03-13
48,FR-2000-03-14,2024-06-08T18:40:14Z,https://api.govinfo.gov/packages/FR-2000-03-14/summary,FR,"Federal Register Volume 65 Issue 50 (March 14, 2000)",,2000-03-14
49,FR-2000-03-15,2024-06-08T18:37:57Z,https://api.govinfo.gov/packages/FR-2000-03-15/summary,FR,"Federal Register Volume 65 Issue 51 (March 15, 2000)",,2000-03-15
50,FR-2000-03-16,2024-06-08T18:35:20Z,https://api.govinfo.gov/packages/FR-2000-03-16/summary,FR,"Federal Register Volume 65 Issue 52 (March 16, 2000)",,2000-03-16
51,FR-2000-03-17,2024-06-08T18:33:06Z,https://api.govinfo.gov/packages/FR-2000-03-17/summary,FR,"Federal Register Volume 65 Issue 53 (March 17, 2000)",,2000-03-17
52,FR-2000-03-20,2024-06-08T18:30:26Z,https://api.govinfo.gov/packages/FR-2000-03-20/summary,FR,"Federal Register Volume 65 Issue 54 (March 20, 2000)",,2000-03-20
53,FR-2000-03-21,2024-06-08T18:27:31Z,https://api.govinfo.gov/packages/FR-2000-03-21/summary,FR,"Federal Register Volume 65 Issue 55 (March 21, 2000)",,2000-03-21
54,FR-2000-03-22,2024-06-08T18:25:39Z,https://api.govinfo.gov/packages/FR-2000-03-22/summary,FR,"Federal Register Volume 65 Issue 56 (March 22, 2000)",,2000-03-22
55,FR-2000-03-23,2024-06-08T18:23:23Z,https://api.govinfo.gov/packages/FR-2000-03-23/summary,FR,"Federal Register Volume 65 Issue 57 (March 23, 2000)",,2000-03-23
56,FR-2000-03-24,2024-06-08T18:21:22Z,https://api.govinfo.gov/packages/FR-2000-03-24/summary,FR,"Federal Register Volume 65 Issue 58 (March 24, 2000)",,2000-03-24
57,FR-2000-03-27,2024-06-08T18:19:32Z,https://api.govinfo.gov/packages/FR-2000-03-27/summary,FR,"Federal Register Volume 65 Issue 59 (March 27, 2000)",,2000-03-27
58,FR-2000-03-28,2024-06-08T18:17:02Z,https://api.govinfo.gov/packages/FR-2000-03-28/summary,FR,"Federal Register Volume 65 Issue 60 (March 28, 2000)",,2000-03-28
59,FR-2000-03-29,2024-06-08T18:14:33Z,https://api.govinfo.gov/packages/FR-2000-03-29/summary,FR,"Federal Register Volume 65 Issue 61 (March 29, 2000)",,2000-03-29
60,FR-2000-03-30,2024-06-08T18:12:43Z,https://api.govinfo.gov/packages/FR-2000-03-30/summary,FR,"Federal Register Volume 65 Issue 62 (March 30, 2000)",,2000-03-30
61,FR-2000-03-31,2024-06-08T18:10:05Z,https://api.govinfo.gov/packages/FR-2000-03-31/summary,FR,"Federal Register Volume 65 Issue 63 (March 31, 2000)",,2000-03-31
62,FR-2000-04-03,2024-06-08T18:08:09Z,https://api.govinfo.gov/packages/FR-2000-04-03/summary,FR,"Federal Register Volume 65 Issue 64 (April 3, 2000)",,2000-04-03
63,FR-2000-04-04,2024-06-08T18:05:08Z,https://api.govinfo.gov/packages/FR-2000-04-04/summary,FR,"Federal Register Volume 65 Issue 65 (April 4, 2000)",,2000-04-04
64,FR-2000-04-05,2024-06-08T18:03:12Z,https://api.govinfo.gov/packages/FR-2000-04-05/summary,FR,"Federal Register Volume 65 Issue 66 (April 5, 2000)",,2000-04-05
65,FR-2000-04-06,2024-06-08T18:01:15Z,https://api.govinfo.gov/packages/FR-2000-04-06/summary,FR,"Federal Register Volume 65 Issue 67 (April 6, 2000)",,2000-04-06
66,FR-2000-04-07,2024-06-08T17:58:47Z,https://api.govinfo.gov/packages/FR-2000-04-07/summary,FR,"Federal Register Volume 65 Issue 68 (April 7, 2000)",,2000-04-07
67,FR-2000-04-10,2024-06-08T17:54:58Z,https://api.govinfo.gov/packages/FR-2000-04-10/summary,FR,"Federal Register Volume 65 Issue 69 (April 10, 2000)",,2000-04-10
68,FR-2000-04-11,2024-06-08T17:52:41Z,https://api.govinfo.gov/packages/FR-2000-04-11/summary,FR,"Federal Register Volume 65 Issue 70 (April 11, 2000)",,2000-04-11
69,FR-2000-04-12,2024-06-08T17:50:01Z,https://api.govinfo.gov/packages/FR-2000-04-12/summary,FR,"Federal Register Volume 65 Issue 71 (April 12, 2000)",,2000-04-12
70,FR-2000-04-13,2024-06-08T17:48:20Z,https://api.govinfo.gov/packages/FR-2000-04-13/summary,FR,"Federal Register Volume 65 Issue 72 (April 13, 2000)",,2000-04-13
71,FR-2000-04-14,2024-06-08T17:46:06Z,https://api.govinfo.gov/packages/FR-2000-04-14/summary,FR,"Federal Register Volume 65 Issue 73 (April 14, 2000)",,2000-04-14
72,FR-2000-04-17,2024-06-08T17:43:30Z,https://api.govinfo.gov/packages/FR-2000-04-17/summary,FR,"Federal Register Volume 65 Issue 74 (April 17, 2000)",,2000-04-17
73,FR-2000-04-18,2024-06-08T17:40:13Z,https://api.govinfo.gov/packages/FR-2000-04-18/summary,FR,"Federal Register Volume 65 Issue 75 (April 18, 2000)",,2000-04-18
74,FR-2000-04-19,2024-06-08T17:38:09Z,https://api.govinfo.gov/packages/FR-2000-04-19/summary,FR,"Federal Register Volume 65 Issue 76 (April 19, 2000)",,2000-04-19
75,FR-2000-04-20,2024-06-08T17:35:44Z,https://api.govinfo.gov/packages/FR-2000-04-20/summary,FR,"Federal Register Volume 65 Issue 77 (April 20, 2000)",,2000-04-20
76,FR-2000-04-21,2024-06-08T17:34:14Z,https://api.govinfo.gov/packages/FR-2000-04-21/summary,FR,"Federal Register Volume 65 Issue 78 (April 21, 2000)",,2000-04-21
77,FR-2000-04-24,2024-06-08T17:32:12Z,https://api.govinfo.gov/packages/FR-2000-04-24/summary,FR,"Federal Register Volume 65 Issue 79 (April 24, 2000)",,2000-04-24
78,FR-2000-04-25,2024-06-08T17:29:42Z,https://api.govinfo.gov/packages/FR-2000-04-25/summary,FR,"Federal Register Volume 65 Issue 80 (April 25, 2000)",,2000-04-25
79,FR-2000-04-26,2024-06-08T17:25:30Z,https://api.govinfo.gov/packages/FR-2000-04-26/summary,FR,"Federal Register Volume 65 Issue 81 (April 26, 2000)",,2000-04-26
80,FR-2000-04-27,2024-06-08T17:23:17Z,https://api.govinfo.gov/packages/FR-2000-04-27/summary,FR,"Federal Register Volume 65 Issue 82 (April 27, 2000)",,2000-04-27
81,FR-2000-04-28,2024-06-08T17:21:11Z,https://api.govinfo.gov/packages/FR-2000-04-28/summary,FR,"Federal Register Volume 65 Issue 83 (April 28, 2000)",,2000-04-28
82,FR-2000-05-01,2024-06-08T17:18:34Z,https://api.govinfo.gov/packages/FR-2000-05-01/summary,FR,"Federal Register Volume 65 Issue 84 (May 1, 2000)",,2000-05-01
83,FR-2000-05-02,2024-06-08T17:16:21Z,https://api.govinfo.gov/packages/FR-2000-05-02/summary,FR,"Federal Register Volume 65 Issue 85 (May 2, 2000)",,2000-05-02
84,FR-2000-05-03,2024-06-08T17:14:51Z,https://api.govinfo.gov/packages/FR-2000-05-03/summary,FR,"Federal Register Volume 65 Issue 86 (May 3, 2000)",,2000-05-03
85,FR-2000-05-04,2024-06-08T17:12:29Z,https://api.govinfo.gov/packages/FR-2000-05-04/summary,FR,"Federal Register Volume 65 Issue 87 (May 4, 2000)",,2000-05-04
86,FR-2000-05-05,2024-06-08T17:10:08Z,https://api.govinfo.gov/packages/FR-2000-05-05/summary,FR,"Federal Register Volume 65 Issue 88 (May 5, 2000)",,2000-05-05
87,FR-2000-05-08,2024-06-08T17:07:10Z,https://api.govinfo.gov/packages/FR-2000-05-08/summary,FR,"Federal Register Volume 65 Issue 89 (May 8, 2000)",,2000-05-08
88,FR-2000-05-09,2024-06-08T17:04:51Z,https://api.govinfo.gov/packages/FR-2000-05-09/summary,FR,"Federal Register Volume 65 Issue 90 (May 9, 2000)",,2000-05-09
89,FR-2000-05-10,2024-06-08T17:03:12Z,https://api.govinfo.gov/packages/FR-2000-05-10/summary,FR,"Federal Register Volume 65 Issue 91 (May 10, 2000)",,2000-05-10
90,FR-2000-05-11,2024-06-08T17:00:35Z,https://api.govinfo.gov/packages/FR-2000-05-11/summary,FR,"Federal Register Volume 65 Issue 92 (May 11, 2000)",,2000-05-11
91,FR-2000-05-12,2024-06-08T16:58:25Z,https://api.govinfo.gov/packages/FR-2000-05-12/summary,FR,"Federal Register Volume 65 Issue 93 (May 12, 2000)",,2000-05-12
92,FR-2000-05-15,2024-06-08T16:54:59Z,https://api.govinfo.gov/packages/FR-2000-05-15/summary,FR,"Federal Register Volume 65 Issue 94 (May 15, 2000)",,2000-05-15
93,FR-2000-05-16,2024-06-08T16:52:12Z,https://api.govinfo.gov/packages/FR-2000-05-16/summary,FR,"Federal Register Volume 65 Issue 95 (May 16, 2000)",,2000-05-16
94,FR-2000-05-17,2024-06-08T16:49:42Z,https://api.govinfo.gov/packages/FR-2000-05-17/summary,FR,"Federal Register Volume 65 Issue 96 (May 17, 2000)",,2000-05-17
95,FR-2000-05-18,2024-06-08T16:48:09Z,https://api.govinfo.gov/packages/FR-2000-05-18/summary,FR,"Federal Register Volume 65 Issue 97 (May 18, 2000)",,2000-05-18
96,FR-2000-05-19,2024-06-08T16:45:39Z,https://api.govinfo.gov/packages/FR-2000-05-19/summary,FR,"Federal Register Volume 65 Issue 98 (May 19, 2000)",,2000-05-19
97,FR-2000-05-22,2024-06-08T16:43:51Z,https://api.govinfo.gov/packages/FR-2000-05-22/summary,FR,"Federal Register Volume 65 Issue 99 (May 22, 2000)",,2000-05-22
98,FR-2000-05-23,2024-06-08T16:40:15Z,https://api.govinfo.gov/packages/FR-2000-05-23/summary,FR,"Federal Register Volume 65 Issue 100 (May 23, 2000)",,2000-05-23
99,FR-2000-05-24,2024-06-08T16:38:00Z,https://api.govinfo.gov/packages/FR-2000-05-24/summary,FR,"Federal Register Volume 65 Issue 101 (May 24, 2000)",,2000-05-24
100,FR-2000-05-25,2024-06-08T16:35:24Z,https://api.govinfo.gov/packages/FR-2000-05-25/summary,FR,"Federal Register Volume 65 Issue 102 (May 25, 2000)",,2000-05-25
101,FR-2000-05-26,2024-06-08T16:32:31Z,https://api.govinfo.gov/packages/FR-2000-05-26/summary,FR,"Federal Register Volume 65 Issue 103 (May 26, 2000)",,2000-05-26
102,FR-2000-05-30,2024-06-08T16:30:00Z,https://api.govinfo.gov/packages/FR-2000-05-30/summary,FR,"Federal Register Volume 65 Issue 104 (May 30, 2000)",,2000-05-30
103,FR-2000-05-31,2024-06-08T16:27:50Z,https://api.govinfo.gov/packages/FR-2000-05-31/summary,FR,"Federal Register Volume 65 Issue 105 (May 31, 2000)",,2000-05-31
104,FR-2000-06-01,2024-06-08T16:25:50Z,https://api.govinfo.gov/packages/FR-2000-06-01/summary,FR,"Federal Register Volume 65 Issue 106 (June 1, 2000)",,2000-06-01
105,FR-2000-06-02,2024-06-08T16:23:04Z,https://api.govinfo.gov/packages/FR-2000-06-02/summary,FR,"Federal Register Volume 65 Issue 107 (June 2, 2000)",,2000-06-02
106,FR-2000-06-05,2024-06-08T16:21:02Z,https://api.govinfo.gov/packages/FR-2000-06-05/summary,FR,"Federal Register Volume 65 Issue 108 (June 5, 2000)",,2000-06-05
107,FR-2000-06-06,2024-06-08T16:18:35Z,https://api.govinfo.gov/packages/FR-2000-06-06/summary,FR,"Federal Register Volume 65 Issue 109 (June 6, 2000)",,2000-06-06
108,FR-2000-06-07,2024-06-08T16:15:41Z,https://api.govinfo.gov/packages/FR-2000-06-07/summary,FR,"Federal Register Volume 65 Issue 110 (June 7, 2000)",,2000-06-07
109,FR-2000-06-08,2024-06-08T16:12:09Z,https://api.govinfo.gov/packages/FR-2000-06-08/summary,FR,"Federal Register Volume 65 Issue 111 (June 8, 2000)",,2000-06-08
110,FR-2000-06-09,2024-06-08T16:09:23Z,https://api.govinfo.gov/packages/FR-2000-06-09/summary,FR,"Federal Register Volume 65 Issue 112 (June 9, 2000)",,2000-06-09
111,FR-2000-06-12,2024-06-08T16:06:36Z,https://api.govinfo.gov/packages/FR-2000-06-12/summary,FR,"Federal Register Volume 65 Issue 113 (June 12, 2000)",,2000-06-12
112,FR-2000-06-13,2024-06-08T16:05:00Z,https://api.govinfo.gov/packages/FR-2000-06-13/summary,FR,"Federal Register Volume 65 Issue 114 (June 13, 2000)",,2000-06-13
113,FR-2000-06-14,2024-06-08T16:02:16Z,https://api.govinfo.gov/packages/FR-2000-06-14/summary,FR,"Federal Register Volume 65 Issue 115 (June 14, 2000)",,2000-06-14
114,FR-2000-06-15,2024-06-08T15:59:45Z,https://api.govinfo.gov/packages/FR-2000-06-15/summary,FR,"Federal Register Volume 65 Issue 116 (June 15, 2000)",,2000-06-15
115,FR-2000-06-16,2024-06-08T15:57:32Z,https://api.govinfo.gov/packages/FR-2000-06-16/summary,FR,"Federal Register Volume 65 Issue 117 (June 16, 2000)",,2000-06-16
116,FR-2000-06-19,2024-06-08T15:55:33Z,https://api.govinfo.gov/packages/FR-2000-06-19/summary,FR,"Federal Register Volume 65 Issue 118 (June 19, 2000)",,2000-06-19
117,FR-2000-06-20,2024-06-08T15:53:48Z,https://api.govinfo.gov/packages/FR-2000-06-20/summary,FR,"Federal Register Volume 65 Issue 119 (June 20, 2000)",,2000-06-20
118,FR-2000-06-21,2024-06-08T15:51:50Z,https://api.govinfo.gov/packages/FR-2000-06-21/summary,FR,"Federal Register Volume 65 Issue 120 (June 21, 2000)",,2000-06-21
119,FR-2000-06-22,2024-06-08T15:49:34Z,https://api.govinfo.gov/packages/FR-2000-06-22/summary,FR,"Federal Register Volume 65 Issue 121 (June 22, 2000)",,2000-06-22
120,FR-2000-06-23,2024-06-08T15:46:01Z,https://api.govinfo.gov/packages/FR-2000-06-23/summary,FR,"Federal Register Volume 65 Issue 122 (June 23, 2000)",,2000-06-23
121,FR-2000-06-26,2024-06-08T15:43:51Z,https://api.govinfo.gov/packages/FR-2000-06-26/summary,FR,"Federal Register Volume 65 Issue 123 (June 26, 2000)",,2000-06-26
122,FR-2000-06-27,2024-06-08T15:41:34Z,https://api.govinfo.gov/packages/FR-2000-06-27/summary,FR,"Federal Register Volume 65 Issue 124 (June 27, 2000)",,2000-06-27
123,FR-2000-06-28,2024-06-08T15:39:42Z,https://api.govinfo.gov/packages/FR-2000-06-28/summary,FR,"Federal Register Volume 65 Issue 125 (June 28, 2000)",,2000-06-28
124,FR-2000-06-29,2024-06-08T15:37:19Z,https://api.govinfo.gov/packages/FR-2000-06-29/summary,FR,"Federal Register Volume 65 Issue 126 (June 29, 2000)",,2000-06-29
125,FR-2000-06-30,2024-06-08T15:34:09Z,https://api.govinfo.gov/packages/FR-2000-06-30/summary,FR,"Federal Register Volume 65 Issue 127 (June 30, 2000)",,2000-06-30
126,FR-2000-07-03,2024-06-08T15:31:33Z,https://api.govinfo.gov/packages/FR-2000-07-03/summary,FR,"Federal Register Volume 65 Issue 128 (July 3, 2000)",,2000-07-03
127,FR-2000-07-05,2024-06-08T15:29:02Z,https://api.govinfo.gov/packages/FR-2000-07-05/summary,FR,"Federal Register Volume 65 Issue 129 (July 5, 2000)",,2000-07-05
128,FR-2000-07-06,2024-06-08T15:26:17Z,https://api.govinfo.gov/packages/FR-2000-07-06/summary,FR,"Federal Register Volume 65 Issue 130 (July 6, 2000)",,2000-07-06
129,FR-2000-07-07,2024-06-08T15:22:40Z,https://api.govinfo.gov/packages/FR-2000-07-07/summary,FR,"Federal Register Volume 65 Issue 131 (July 7, 2000)",,2000-07-07
130,FR-2000-07-10,2024-06-08T15:18:17Z,https://api.govinfo.gov/packages/FR-2000-07-10/summary,FR,"Federal Register Volume 65 Issue 132 (July 10, 2000)",,2000-07-10
131,FR-2000-07-11,2024-06-08T15:16:03Z,https://api.govinfo.gov/packages/FR-2000-07-11/summary,FR,"Federal Register Volume 65 Issue 133 (July 11, 2000)",,2000-07-11
132,FR-2000-07-12,2024-06-08T15:13:45Z,https://api.govinfo.gov/packages/FR-2000-07-12/summary,FR,"Federal Register Volume 65 Issue 134 (July 12, 2000)",,2000-07-12
133,FR-2000-07-13,2024-06-08T15:11:40Z,https://api.govinfo.gov/packages/FR-2000-07-13/summary,FR,"Federal Register Volume 65 Issue 135 (July 13, 2000)",,2000-07-13
134,FR-2000-07-14,2024-06-08T15:08:50Z,https://api.govinfo.gov/packages/FR-2000-07-14/summary,FR,"Federal Register Volume 65 Issue 136 (July 14, 2000)",,2000-07-14
135,FR-2000-07-17,2024-06-08T15:06:31Z,https://api.govinfo.gov/packages/FR-2000-07-17/summary,FR,"Federal Register Volume 65 Issue 137 (July 17, 2000)",,2000-07-17
136,FR-2000-07-18,2024-06-08T15:04:26Z,https://api.govinfo.gov/packages/FR-2000-07-18/summary,FR,"Federal Register Volume 65 Issue 138 (July 18, 2000)",,2000-07-18
137,FR-2000-07-19,2024-06-08T15:02:28Z,https://api.govinfo.gov/packages/FR-2000-07-19/summary,FR,"Federal Register Volume 65 Issue 139 (July 19, 2000)",,2000-07-19
138,FR-2000-07-20,2024-06-08T14:59:41Z,https://api.govinfo.gov/packages/FR-2000-07-20/summary,FR,"Federal Register Volume 65 Issue 140 (July 20, 2000)",,2000-07-20
139,FR-2000-07-21,2024-06-08T14:56:44Z,https://api.govinfo.gov/packages/FR-2000-07-21/summary,FR,"Federal Register Volume 65 Issue 141 (July 21, 2000)",,2000-07-21
140,FR-2000-07-24,2024-06-08T14:53:36Z,https://api.govinfo.gov/packages/FR-2000-07-24/summary,FR,"Federal Register Volume 65 Issue 142 (July 24, 2000)",,2000-07-24
141,FR-2000-07-25,2024-06-08T14:51:57Z,https://api.govinfo.gov/packages/FR-2000-07-25/summary,FR,"Federal Register Volume 65 Issue 143 (July 25, 2000)",,2000-07-25
142,FR-2000-07-26,2024-06-08T14:50:07Z,https://api.govinfo.gov/packages/FR-2000-07-26/summary,FR,"Federal Register Volume 65 Issue 144 (July 26, 2000)",,2000-07-26
143,FR-2000-07-27,2024-06-08T14:47:31Z,https://api.govinfo.gov/packages/FR-2000-07-27/summary,FR,"Federal Register Volume 65 Issue 145 (July 27, 2000)",,2000-07-27
144,FR-2000-07-28,2024-06-08T14:45:35Z,https://api.govinfo.gov/packages/FR-2000-07-28/summary,FR,"Federal Register Volume 65 Issue 146 (July 28, 2000)",,2000-07-28
145,FR-2000-07-31,2024-06-08T14:43:19Z,https://api.govinfo.gov/packages/FR-2000-07-31/summary,FR,"Federal Register Volume 65 Issue 147 (July 31, 2000)",,2000-07-31
146,FR-2000-08-01,2024-06-08T14:41:18Z,https://api.govinfo.gov/packages/FR-2000-08-01/summary,FR,"Federal Register Volume 65 Issue 148 (August 1, 2000)",,2000-08-01
147,FR-2000-08-02,2024-06-08T14:39:31Z,https://api.govinfo.gov/packages/FR-2000-08-02/summary,FR,"Federal Register Volume 65 Issue 149 (August 2, 2000)",,2000-08-02
